,ID,lon,lat,ele_info,land_cover
0,20024064,-124.03319645046258,42.250185615506865,665.0426330623437,needle
1,23582678,-122.1068089828199,44.821040618141915,970.2909477346207,needle
2,22891122,148.74203757754546,-37.370321203810484,396.53803646353,broadleaf
3,22994616,149.54415120778967,-36.81874688842561,479.31282149551004,broadleaf
4,21037218,-115.81566917548929,31.807844246109667,1500.0274423366207,shrublands
5,22017665,-101.00130017117458,21.96664718809613,2251.2893872636228,shrublands
6,21120681,-128.11079829898287,59.37621544587322,969.6337294759037,savannas
7,22017556,-105.86380471490786,25.55415130643731,2524.529163799975,savannas
8,19947319,-112.70848172609347,37.78095055343892,2551.6780073061204,grasslands
9,22891005,139.94414283296427,-36.16873967747498,73.81808592251635,grasslands
10,21121875,-122.77637290087824,39.28820221122609,789.4216210833065,mixed
11,21568242,-121.57445349840533,39.751939212908326,515.3634401988394,mixed
